"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia","Nieprawidłowe użycie","...7","...10"
107117160,"1","1","Kierujący","1995-05-29","Mężczyzna","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107117160,"2","1","Kierujący","1986-01-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107117587,"1","1","Kierujący","1934-07-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107117587,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Nie badano",NA,NA,NA,NA
107117990,"1","1","Kierujący","2000-05-22","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107117990,"2","1","Kierujący","1969-10-07","Mężczyzna","Posiada","29","Nieprawidłowe: cofanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107118409,"1","1","Kierujący","1968-05-25","Mężczyzna","Posiada","26",NA,NA,"Trzeźwy",NA,NA,NA,NA
107118409,"2","1","Kierujący","1986-12-16","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107118667,"1","1","Kierujący","1976-12-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107118667,"2","1","Kierujący","1970-09-22","Kobieta","Posiada","30","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107119147,"1","1","Kierujący","1965-03-12","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107119147,"2","1","Kierujący","1953-03-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107119665,"1","1","Kierujący","1982-03-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107119665,"2","1","Kierujący","1946-03-03","Mężczyzna","Posiada","36","Nieprawidłowe: zatrzymywanie, postój","Pouczenie","Trzeźwy",NA,NA,NA,NA
107120512,"1","1","Kierujący","1973-12-05","Kobieta","Posiada","27","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107120512,"2","1","Kierujący","1971-11-03","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107120559,"1","1","Kierujący","2010-06-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107120559,"2","1","Kierujący","1997-04-21","Mężczyzna","Posiada","3","Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107120561,"1","1","Kierujący","1947-01-23","Mężczyzna","Posiada","12",NA,NA,"Trzeźwy",NA,NA,NA,NA
107120561,"2","1","Kierujący","2006-11-24","Kobieta","Nie posiada",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107120585,"1","1","Kierujący","1954-01-20","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107120585,"2","1","Kierujący","1942-01-03","Mężczyzna","Posiada","56","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107120589,"1","1","Kierujący","1992-08-29","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107120589,"2","1","Kierujący","1991-10-19","Mężczyzna","Posiada","8","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107120811,"1","1","Kierujący","1986-03-28","Kobieta","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA,NA,NA,NA
107120811,"2","1","Kierujący","1994-03-05","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107121262,"1","1","Kierujący","1960-07-01","Mężczyzna","Posiada","39","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107121262,"2","1","Kierujący","1996-09-21","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107121560,"1","1","Kierujący","1975-10-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107121560,"2","1","Kierujący","1955-12-26","Kobieta","Posiada","15","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107121560,"3","1","Kierujący","1980-07-29","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA,NA,NA,NA
107121601,"1","1","Kierujący","1985-05-03","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107121601,"2","1","Kierujący","1960-01-14","Mężczyzna","Posiada","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107122186,"1","1","Kierujący","1934-12-21","Mężczyzna","Posiada","49","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107122186,"2","1","Kierujący","1977-08-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107123061,"1","1","Kierujący","2000-04-28","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107123061,"2","1","Kierujący","1986-03-13","Mężczyzna","Posiada","7",NA,NA,"Trzeźwy",NA,NA,NA,NA
107124184,"1","1","Kierujący","2005-07-09","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Inny sposób zakończenia","Trzeźwy","Ranny lekko",NA,NA,NA
107124184,"2","1","Kierujący","2004-12-25","Kobieta","Nie wymagane",NA,"Inne przyczyny","Inny sposób zakończenia","Trzeźwy","Ranny lekko",NA,NA,NA
107124184,"3","1","Kierujący","2005-02-03","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Inny sposób zakończenia","Trzeźwy","Ranny lekko",NA,NA,NA
107124184,"4","1","Kierujący","2002-09-12","Kobieta","Nie wymagane",NA,"Inne przyczyny","Inny sposób zakończenia","Trzeźwy","Ranny lekko",NA,NA,NA
107124190,"1","1","Kierujący","1987-08-18","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107124190,"2","1","Kierujący","1996-04-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107124750,"1","1","Kierujący","1994-01-02","Mężczyzna","Nie wymagane",NA,"Nieprzestrzeganie innych sygnałów","Pouczenie","Trzeźwy",NA,NA,NA,NA
107124750,"2","1","Kierujący","1979-12-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107125224,"1","1","Kierujący","1994-06-21","Kobieta","Posiada","6",NA,NA,"Trzeźwy",NA,NA,NA,NA
107125224,"2","1","Kierujący","2000-07-19","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107125335,"1","1","Kierujący","2007-08-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107125335,"2","1","Kierujący","1984-01-27","Kobieta","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107125513,"1","1","Kierujący","1969-06-19","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107125513,"2","1","Kierujący","1977-03-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107125887,"1","1","Kierujący","1979-06-16","Kobieta","Posiada","14",NA,NA,"Trzeźwy",NA,NA,NA,NA
107125887,"2","1","Kierujący","2002-07-09","Kobieta","Nie wymagane",NA,"Inne przyczyny","Inny organ","Trzeźwy",NA,NA,NA,NA
107126456,"1","1","Kierujący","1961-08-27","Mężczyzna","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107126456,"2","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107126537,"1","1","Kierujący","1972-10-30","Mężczyzna","Posiada","28","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107126537,"2","1","Kierujący","2002-08-08","Mężczyzna","Posiada","6",NA,NA,"Trzeźwy",NA,NA,NA,NA
107126551,"1","1","Kierujący","1979-10-23","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy",NA,NA,NA,NA
107126551,"2","1","Kierujący","2000-02-22","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107126584,"1","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107126584,"2","1","Kierujący","1981-05-08","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107126586,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107128675,"1","1","Kierujący","1996-10-15","Mężczyzna","Posiada","1","Nieprawidłowe: skręcanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107128675,"2","1","Kierujący","2009-08-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107129332,"1","1","Kierujący","1967-02-23","Mężczyzna","Posiada","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107129332,"2","1","Kierujący","1977-04-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107129913,"1","1","Kierujący","1997-12-13","Kobieta","Posiada","2",NA,NA,"Trzeźwy",NA,NA,NA,NA
107129913,"2","1","Kierujący","1981-04-19","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie","Alkoholu",NA,NA,NA,NA
107130965,"1","1","Kierujący","1995-07-29","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107130965,"2","1","Kierujący","1992-08-07","Kobieta","Posiada","1",NA,NA,"Trzeźwy",NA,NA,NA,NA
107131270,"1","1","Kierujący","1975-01-28","Kobieta","Posiada","25",NA,NA,"Trzeźwy",NA,NA,NA,NA
107131270,"2","1","Kierujący","2003-11-07","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: skręcanie","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107132300,"1","1","Kierujący","1996-01-26","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107132300,"2","1","Kierujący","1971-08-21","Kobieta","Posiada","21","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107132381,"1","1","Kierujący","1991-09-10","Mężczyzna","Posiada","9",NA,NA,"Trzeźwy",NA,NA,NA,NA
107132381,"2","1","Kierujący","1963-11-06","Kobieta","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy","Ranny ciężko",NA,NA,NA
107132757,"1","1","Kierujący","1962-11-24","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie","Alkoholu","Ranny ciężko",NA,NA,NA
107133215,"1","1","Kierujący","1979-02-21","Mężczyzna","Posiada","19",NA,NA,"Trzeźwy",NA,NA,NA,NA
107133215,"2","1","Kierujący","2002-08-09","Mężczyzna","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107133842,"1","1","Kierujący","1988-03-31","Mężczyzna","Posiada","11","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107133842,"2","1","Kierujący","1979-11-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107134084,"1","1","Kierujący","1971-12-02","Kobieta","Posiada","18","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107134084,"2","1","Kierujący","1985-07-07","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107134093,"1","1","Kierujący","1974-03-29","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wymijanie","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107134093,"2","1","Kierujący","1985-07-04","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy","Ranny ciężko",NA,NA,NA
107134093,"3","1","Kierujący","1983-04-27","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wymijanie","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107134411,"1","1","Kierujący","1981-03-29","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy",NA,NA,NA,NA
107134411,"2","1","Kierujący","1995-08-29","Mężczyzna","Nie wymagane",NA,"Nieprzestrzeganie innych sygnałów","Pouczenie","Trzeźwy",NA,NA,NA,NA
107134512,"1","1","Kierujący","2004-05-20","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107134512,"2","1","Kierujący","1978-12-11","Mężczyzna","Posiada","22","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107134572,"1","1","Kierujący","1967-06-10","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107134572,"2","1","Kierujący","1989-08-24","Mężczyzna","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107134670,"1","1","Kierujący","1982-01-12","Mężczyzna","Posiada","19",NA,NA,"Trzeźwy",NA,NA,NA,NA
107134670,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107134738,"1","1","Kierujący","2009-02-09","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107134738,"2","1","Kierujący","1941-03-11","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107134877,"1","1","Kierujący","1991-11-19","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA,NA,NA,NA
107134877,"2","1","Kierujący","1988-11-10","Mężczyzna","Posiada","12","Inne przyczyny","Pouczenie","Trzeźwy",NA,NA,NA,NA
107134947,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107134947,"2","1","Kierujący","1945-01-05","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107134949,"1","1","Kierujący","Nieustalona","Kobieta",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107134949,"2","1","Kierujący","1993-01-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107135832,"1","1","Kierujący","1993-12-26","Mężczyzna","Posiada","2","Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie","Trzeźwy","Ranny ciężko",NA,NA,NA
107135832,"2","1","Kierujący","1987-03-28","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107135849,"1","1","Kierujący","1958-01-02","Mężczyzna","Posiada","40","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107135849,"2","1","Kierujący","1979-03-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107136088,"1","1","Kierujący","1972-01-24","Mężczyzna","Nie wymagane",NA,NA,"Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107137926,"1","1","Kierujący","2004-07-19","Kobieta","Posiada","4","Inne przyczyny","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107137984,"1","1","Kierujący","1944-04-12","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Alkoholu","Ranny ciężko",NA,NA,NA
107139121,"1","1","Kierujący","1970-04-03","Mężczyzna","Posiada","30",NA,"Dochodzenie","Trzeźwy",NA,NA,NA,NA
107139121,"2","1","Kierujący","1989-10-03","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107139132,"1","1","Kierujący","1975-02-28","Mężczyzna","Posiada","20","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107139132,"2","1","Kierujący","1979-11-30","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107139139,"1","1","Kierujący","1983-09-21","Kobieta","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107139139,"2","1","Kierujący","1992-11-29","Mężczyzna","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107139666,"1","1","Kierujący","1960-12-26","Mężczyzna","Posiada","33","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107139666,"2","1","Kierujący","1960-12-26","Mężczyzna","Posiada","33",NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107139677,"1","1","Kierujący","1982-04-14","Mężczyzna","Posiada","36","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107139677,"2","1","Kierujący","1977-12-29","Kobieta","Posiada","10",NA,NA,"Trzeźwy",NA,NA,NA,NA
107140850,"1","1","Kierujący","1988-07-16","Mężczyzna","Nie wymagane",NA,"Inne przyczyny",NA,"Alkoholu","Ranny lekko",NA,NA,NA
107142004,"1","1","Kierujący","1990-10-26","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107142004,"2","1","Kierujący","1943-08-23","Kobieta","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107142097,"1","1","Kierujący","1982-11-17","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107142097,"2","1","Kierujący","1992-07-09","Kobieta","Posiada","6","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107142230,"1","1","Kierujący","1953-10-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107142230,"2","1","Kierujący","1969-11-21","Mężczyzna","Posiada","27","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107142353,"1","1","Kierujący","1975-05-19","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107142353,"2","1","Kierujący","1995-04-12","Mężczyzna","Posiada","4",NA,NA,"Trzeźwy",NA,NA,NA,NA
107142616,"1","1","Kierujący","1986-09-21","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA,NA,NA,NA
107142616,"2","1","Kierujący","1969-08-16","Mężczyzna","Posiada","28","Nieprawidłowe: omijanie","Pouczenie","Trzeźwy",NA,NA,NA,NA
107146009,"1","1","Kierujący","1966-09-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107146009,"2","1","Kierujący","1964-01-30","Mężczyzna","Posiada","5",NA,"Dochodzenie","Trzeźwy",NA,NA,NA,NA
107147001,"1","1","Kierujący","1989-09-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107147001,"2","1","Kierujący","1996-07-24","Mężczyzna","Posiada","4","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107147355,"1","1","Kierujący","2004-05-09","Mężczyzna","Nie posiada",NA,"Nieprzestrzeganie innych sygnałów","Inny organ","Trzeźwy",NA,NA,NA,NA
107147355,"2","1","Kierujący","1988-10-07","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107147520,"1","1","Kierujący","1972-03-14","Mężczyzna","Posiada","25",NA,NA,"Trzeźwy",NA,NA,NA,NA
107147520,"2","1","Kierujący","2007-09-23","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107147522,"1","1","Kierujący","2007-04-12","Kobieta","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107147522,"2","1","Kierujący","1975-11-20","Mężczyzna","Posiada","19",NA,NA,"Trzeźwy",NA,NA,NA,NA
107148832,"1","1","Kierujący","1982-06-04","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107148832,"2","1","Kierujący","1989-02-10","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA,NA,NA,NA
107149855,"1","1","Kierujący","1981-12-27","Mężczyzna","Posiada","18","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107149855,"2","1","Kierujący","1984-09-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107150320,"1","1","Kierujący","1992-11-08","Kobieta","Posiada","4",NA,NA,"Trzeźwy",NA,NA,NA,NA
107150320,"2","1","Kierujący","1932-03-25","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Pouczenie","Trzeźwy",NA,NA,NA,NA
107150460,"1","1","Kierujący","1964-07-20","Kobieta","Nie wymagane",NA,"Inne przyczyny","Wniosek o ukaranie","Alkoholu",NA,NA,NA,NA
107150553,"1","1","Kierujący","1967-08-21","Mężczyzna","Nie wymagane",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Mandat karny","Alkoholu",NA,NA,NA,NA
107151896,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107151896,"2","1","Kierujący","1954-03-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107152700,"1","1","Kierujący","1971-01-31","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107152700,"2","1","Kierujący","1979-03-04","Mężczyzna","Posiada","12","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107152759,"1","1","Kierujący","2000-12-30","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Pouczenie","Trzeźwy",NA,NA,NA,NA
107152759,"2","1","Kierujący","1984-10-12","Mężczyzna","Posiada","17",NA,NA,"Trzeźwy",NA,NA,NA,NA
107154558,"1","1","Kierujący","1981-09-05","Mężczyzna","Posiada","15",NA,NA,"Trzeźwy",NA,NA,NA,NA
107154558,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Nieprawidłowe: omijanie","Inny sposób zakończenia","Nie badano",NA,NA,NA,NA
107154631,"1","1","Kierujący","1985-02-17","Kobieta","Posiada","16",NA,NA,"Trzeźwy",NA,NA,NA,NA
107154631,"2","1","Kierujący","2003-07-28","Mężczyzna","Nie posiada",NA,"Niedostosowanie prędkości do warunków ruchu","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107154775,"1","1","Kierujący","1990-05-27","Mężczyzna","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy","Ranny lekko",NA,NA,NA
107154775,"2","1","Kierujący","1998-09-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107157999,"1","1","Kierujący","1995-02-16","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107158112,"1","1","Kierujący","1993-05-05","Kobieta","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107158112,"2","1","Kierujący","2008-08-10","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107158576,"1","1","Kierujący","1970-02-22","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Pouczenie","Trzeźwy",NA,NA,NA,NA
107158576,"2","1","Kierujący","2003-08-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107158640,"1","1","Kierujący","1960-09-04","Kobieta","Nie wymagane",NA,"Inne przyczyny","Wniosek o ukaranie","Alkoholu","Ranny lekko",NA,NA,NA
107159836,"1","1","Kierujący","1979-03-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107159836,"2","1","Kierujący","1997-04-15","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107160008,"1","1","Kierujący","1970-01-12","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107160008,"2","1","Kierujący","1959-09-04","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107160028,"1","1","Kierujący","1993-04-04","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107160028,"2","1","Kierujący","1994-08-21","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107160282,"1","1","Kierujący","1958-08-16","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107160282,"2","1","Kierujący","1946-01-09","Mężczyzna","Posiada","27","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107160440,"1","1","Kierujący","1988-10-19","Mężczyzna","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107160440,"2","1","Kierujący","1960-07-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107160690,"1","1","Kierujący","1958-03-26","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
