"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia","Nieprawidłowe użycie"
109313610,"2","1","Kierujący","2010-02-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109313689,"1","1","Kierujący","1983-09-12","Mężczyzna","Posiada","Trzeźwy","18","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
109313689,"2","1","Kierujący","1958-10-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109313769,"1","1","Kierujący","1966-10-13","Mężczyzna","Nie wymagane","Alkoholu",NA,"Inne przyczyny","Wniosek o ukaranie","Ranny lekko",NA
109314096,"1","1","Kierujący","1926-01-23","Mężczyzna","Posiada","Trzeźwy","18","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109314096,"2","1","Kierujący","1986-02-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109314114,"1","1","Kierujący","1970-02-06","Mężczyzna","Posiada","Trzeźwy","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109314114,"2","1","Kierujący","1977-01-01","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109314642,"1","1","Kierujący","2001-04-26","Mężczyzna","Posiada","Trzeźwy","1","Nieprawidłowe: cofanie","Mandat karny",NA,NA
109314642,"2","1","Kierujący","1985-02-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109315001,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wymijanie","Dochodzenie",NA,NA
109315001,"2","1","Kierujący","1980-04-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109315183,"1","1","Kierujący","1996-01-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie",NA,NA
109315183,"2","1","Kierujący","1960-03-23","Mężczyzna","Posiada","Trzeźwy","33",NA,NA,NA,NA
109315329,"1","1","Kierujący","1993-07-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Inny sposób zakończenia",NA,NA
109315329,"2","1","Kierujący","1958-02-17","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Inny sposób zakończenia","Ranny ciężko",NA
109315402,"1","1","Kierujący","1984-03-22","Mężczyzna","Posiada","Trzeźwy","19","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109315402,"2","1","Kierujący","1971-11-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109316688,"1","1","Kierujący","1974-05-29","Mężczyzna","Posiada","Trzeźwy","25","Nieprawidłowe: omijanie","Mandat karny",NA,NA
109316688,"2","1","Kierujący","1981-07-31","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109316696,"1","1","Kierujący","1947-08-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny",NA,NA
109316696,"2","1","Kierujący","1982-01-02","Mężczyzna","Posiada","Trzeźwy","16",NA,NA,NA,NA
109316845,"1","1","Kierujący","1990-12-08","Kobieta","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109316845,"2","1","Kierujący","1933-07-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109317387,"1","1","Kierujący","1965-05-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych","Dochodzenie","Ranny ciężko",NA
109317454,"1","1","Kierujący","1990-05-26","Kobieta","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: wymijanie","Mandat karny",NA,NA
109317454,"2","1","Kierujący","1989-08-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109318612,"1","1","Kierujący","1986-10-04","Kobieta","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109318612,"2","1","Kierujący","2008-07-15","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA,NA
109320660,"1","1","Kierujący","1979-06-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109320660,"2","1","Kierujący","1982-12-05","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA,NA
109320875,"1","1","Kierujący","1984-02-26","Mężczyzna","Posiada","Trzeźwy","18","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
109320875,"2","1","Kierujący","1960-07-23","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109321017,"1","1","Kierujący","1941-06-20","Mężczyzna","Posiada","Trzeźwy","58","Nieprawidłowe: skręcanie","Pouczenie",NA,NA
109321017,"2","1","Kierujący","1975-09-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109321058,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109321058,"2","1","Kierujący","1990-03-14","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109321081,"1","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Inny sposób zakończenia",NA,NA
109321081,"2","1","Kierujący","1997-03-29","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109321100,"1","1","Kierujący","2003-07-04","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
109321100,"2","1","Kierujący","1975-05-06","Kobieta","Posiada","Trzeźwy","18",NA,NA,NA,NA
109321157,"1","1","Kierujący","1983-06-21","Kobieta","Posiada","Trzeźwy","13","Nieprawidłowe: skręcanie","Mandat karny",NA,NA
109321157,"2","1","Kierujący","1977-04-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109321178,"1","1","Kierujący","1979-06-02","Kobieta","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny",NA,NA
109321178,"2","1","Kierujący","1960-01-11","Mężczyzna","Posiada","Trzeźwy","35",NA,NA,NA,NA
109321406,"1","1","Kierujący","1976-12-27","Mężczyzna","Posiada","Trzeźwy","26","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA
109321406,"2","1","Kierujący","1970-08-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109321488,"1","1","Kierujący","1976-06-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Mandat karny",NA,NA
109321488,"2","1","Kierujący","1985-02-21","Kobieta","Posiada","Trzeźwy","5",NA,NA,NA,NA
109321636,"1","1","Kierujący","2001-05-03","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny ciężko",NA
109321636,"2","1","Kierujący","1972-12-24","Mężczyzna","Posiada","Trzeźwy","28",NA,NA,NA,NA
109321660,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Nie badano",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109321660,"2","1","Kierujący","2001-06-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109321717,"1","1","Kierujący","1974-10-24","Mężczyzna","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
109321717,"2","1","Kierujący","1983-10-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109322079,"1","1","Kierujący","2001-11-12","Kobieta","Posiada","Trzeźwy","1",NA,"Pouczenie",NA,NA
109322079,"2","1","Kierujący","1976-06-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie",NA,NA
109322141,"1","1","Kierujący","1978-07-22","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109322544,"1","1","Kierujący","1967-05-25","Mężczyzna","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109322544,"2","1","Kierujący","1979-05-07","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109322729,"1","1","Kierujący","1986-03-18","Kobieta","Posiada","Trzeźwy","12","Inne przyczyny","Mandat karny",NA,NA
109322729,"2","1","Kierujący","1961-03-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109324305,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Nie badano",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109324305,"2","1","Kierujący","1988-10-24","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109324750,"1","1","Kierujący","1967-12-02","Mężczyzna","Posiada","Trzeźwy","35","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109324750,"2","1","Kierujący","1982-07-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109324952,"1","1","Kierujący","1984-04-10","Kobieta","Posiada","Trzeźwy","17","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny",NA,NA
109324952,"2","1","Kierujący","1970-11-15","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109325908,"1","1","Kierujący","Nieustalona","Kobieta",NA,"Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
109325908,"2","1","Kierujący","1973-09-02","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109326931,"1","1","Kierujący","1975-02-25","Kobieta","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109326931,"2","1","Kierujący","1976-04-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109326959,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
109326959,"2","1","Kierujący","1955-04-24","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109326977,"1","1","Kierujący","1996-09-27","Mężczyzna","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109326977,"2","1","Kierujący","1981-05-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109327173,"1","1","Kierujący","1994-12-29","Mężczyzna","Posiada","Trzeźwy","7","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie",NA,NA
109327173,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA
109327770,"1","1","Kierujący","1971-03-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109327770,"2","1","Kierujący","1947-10-06","Mężczyzna","Posiada","Trzeźwy","43","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109327936,"1","1","Kierujący","Nieustalona","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109327936,"2","1","Kierujący","1995-11-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109328133,"1","1","Kierujący","2000-02-02","Kobieta","Posiada","Trzeźwy","2","Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA,NA
109328133,"2","1","Kierujący","1987-08-13","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
109328133,"3","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA,NA
109328688,"1","1","Kierujący","1993-07-30","Kobieta","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109328688,"2","1","Kierujący","1980-05-17","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109328940,"1","1","Kierujący","2002-01-28","Mężczyzna","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109328940,"2","1","Kierujący","1939-12-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny ciężko",NA
109329163,"1","1","Kierujący","1985-01-09","Mężczyzna","Posiada","Trzeźwy","16",NA,NA,"Ranny lekko",NA
109329294,"1","1","Kierujący","2012-02-23","Mężczyzna","Nie posiada","Trzeźwy",NA,"Inne przyczyny","Dochodzenie",NA,NA
109329624,"1","1","Kierujący","1959-01-12","Kobieta","Posiada","Trzeźwy","21","Nieprawidłowe: wyprzedzanie","Dochodzenie",NA,NA
109329624,"2","1","Kierujący","2000-06-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109329642,"1","1","Kierujący","1997-08-30","Mężczyzna","Posiada","Trzeźwy","5","Niezachowanie bezp. odl. między pojazdami","Dochodzenie",NA,NA
109329642,"2","1","Kierujący","1986-06-19","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109329642,"2","2","Pasażer","2011-06-06","Kobieta",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109329642,"2","3","Pasażer","1941-01-30","Kobieta",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109329642,"2","4","Pasażer","1963-07-12","Kobieta",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109330112,"1","1","Kierujący","1944-01-01","Mężczyzna","Posiada","Trzeźwy","19","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109330112,"2","1","Kierujący","1993-12-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109330206,"1","1","Kierujący","1996-11-07","Kobieta","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109330206,"2","1","Kierujący","1976-06-23","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109330524,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Inny sposób zakończenia",NA,NA
109330524,"2","1","Kierujący","1993-08-16","Mężczyzna","Posiada","Trzeźwy","6",NA,NA,NA,NA
109330618,"1","1","Kierujący","1936-03-05","Mężczyzna","Posiada","Trzeźwy","45","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109330618,"2","1","Kierujący","1995-05-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109330692,"1","1","Kierujący","2010-07-21","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Ranny lekko",NA
109330692,"2","1","Kierujący","1966-12-16","Kobieta","Posiada","Trzeźwy","36",NA,NA,NA,NA
109330846,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: cofanie","Inny sposób zakończenia",NA,NA
109330846,"2","1","Kierujący","2007-01-01","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109330880,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Inne przyczyny","Inny sposób zakończenia",NA,NA
109330880,"2","1","Kierujący","1994-01-11","Mężczyzna","Posiada","Trzeźwy","15",NA,NA,NA,NA
109331904,"1","1","Kierujący","1992-08-01","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109332357,"1","1","Kierujący","1966-03-24","Mężczyzna","Posiada","Trzeźwy","23","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109332357,"2","1","Kierujący","1995-12-07","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109333041,"1","1","Kierujący","1969-08-19","Mężczyzna","Posiada","Trzeźwy","37","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109333041,"2","1","Kierujący","1961-04-14","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109333132,"1","1","Kierujący","1990-12-16","Mężczyzna","Nie wymagane","Alkoholu",NA,"Inne przyczyny","Wniosek o ukaranie",NA,NA
109333132,"2","1","Kierujący","1979-07-21","Mężczyzna","Posiada","Trzeźwy","4",NA,NA,NA,NA
109333132,"3","1","Kierujący","1972-04-25","Mężczyzna","Posiada","Trzeźwy","31",NA,NA,NA,NA
109333887,"1","1","Kierujący","2014-09-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Dochodzenie","Ranny lekko",NA
109333887,"2","1","Kierujący","1972-04-13","Mężczyzna","Posiada","Trzeźwy","31",NA,NA,NA,NA
109334142,"1","1","Kierujący","1959-04-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109334142,"2","1","Kierujący","1991-02-10","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
109334519,"1","1","Kierujący","2006-02-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Dochodzenie","Ranny ciężko",NA
109334907,"1","1","Kierujący","1948-01-23","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych","Mandat karny",NA,NA
109335918,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Dochodzenie",NA,NA
109336611,"1","1","Kierujący","1996-04-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109336611,"2","1","Kierujący","1941-07-13","Mężczyzna","Posiada","Trzeźwy","58",NA,NA,NA,NA
109337208,"1","1","Kierujący","1975-03-25","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109337215,"1","1","Kierujący","1974-04-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Dochodzenie",NA,NA
109337215,"2","1","Kierujący","1954-10-01","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109337389,"1","1","Kierujący","1988-02-01","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109337389,"2","1","Kierujący","1957-08-04","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109337695,"1","1","Kierujący","1984-02-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Mandat karny",NA,NA
109337695,"2","1","Kierujący","1993-05-25","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
109337917,"1","1","Kierujący","1992-02-24","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109337917,"2","1","Kierujący","1989-12-17","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109337929,"1","1","Kierujący","2011-03-11","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA,NA
109337929,"2","1","Kierujący","1941-07-31","Mężczyzna","Posiada","Trzeźwy","60","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie",NA,NA
109338100,"1","1","Kierujący","1950-03-02","Mężczyzna","Posiada","Trzeźwy","51","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109338100,"2","1","Kierujący","1985-03-21","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109338509,"1","1","Kierujący","2001-06-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Ranny lekko",NA
109338509,"2","1","Kierujący","1993-11-15","Mężczyzna","Posiada","Trzeźwy","7",NA,NA,NA,NA
109338575,"1","1","Kierujący","1986-02-06","Kobieta","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109338575,"2","1","Kierujący","1994-02-09","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109338581,"1","1","Kierujący","1962-06-26","Mężczyzna","Posiada","Trzeźwy","37","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA,NA
109338581,"2","1","Kierujący","1956-08-09","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109339636,"1","1","Kierujący","1990-04-09","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109339636,"2","1","Kierujący","1991-02-10","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
109339636,"3","1","Kierujący","1979-03-17","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA,NA
109340166,"1","1","Kierujący","1975-05-27","Kobieta","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109340166,"2","1","Kierujący","1998-05-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,"Hełmu"
109340494,"1","1","Kierujący","2013-11-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Pouczenie",NA,NA
109340494,"2","1","Kierujący","1964-08-15","Kobieta","Posiada","Trzeźwy","14",NA,NA,NA,NA
109340520,"1","1","Kierujący","1963-02-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: zmienianie pasa ruchu","Dochodzenie",NA,NA
109340520,"2","1","Kierujący","1982-07-09","Mężczyzna","Posiada","Trzeźwy","19",NA,NA,NA,NA
109340643,"1","1","Kierujący","2006-09-11","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko",NA
109340643,"2","1","Kierujący","1994-03-12","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA,NA
109340643,"3","1","Kierujący","1948-08-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109340728,"1","1","Kierujący","1974-07-21","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: omijanie","Mandat karny",NA,NA
109340816,"1","1","Kierujący","1971-02-10","Kobieta","Posiada","Trzeźwy","25","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109340816,"2","1","Kierujący","1955-01-11","Mężczyzna","Nie wymagane","Alkoholu",NA,NA,NA,"Ranny lekko",NA
109340904,"1","1","Kierujący","1992-04-21","Mężczyzna","Posiada","Trzeźwy","10","Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
109340904,"2","1","Kierujący","1976-03-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109340904,"3","1","Kierujący","1969-02-12","Mężczyzna","Posiada","Trzeźwy","34",NA,NA,NA,NA
109341605,"1","1","Kierujący","1997-07-31","Kobieta","Nie wymagane","Trzeźwy",NA,"Inne przyczyny","Pouczenie",NA,NA
109341605,"2","1","Kierujący","1985-12-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109344077,"1","1","Kierujący","1988-01-13","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Mandat karny",NA,NA
109344077,"2","1","Kierujący","1986-01-12","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109344206,"1","1","Kierujący","1957-02-11","Kobieta","Posiada","Trzeźwy","14","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109344206,"2","1","Kierujący","1993-07-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109344856,"1","1","Kierujący","2004-10-25","Kobieta","Posiada","Trzeźwy","3","Nieprawidłowe: skręcanie","Inny organ",NA,NA
109344856,"2","1","Kierujący","1983-03-04","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA,NA
109346639,"1","1","Kierujący","1972-12-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Ranny lekko",NA
109346639,"2","1","Kierujący","1991-03-12","Mężczyzna","Posiada","Trzeźwy","10",NA,NA,NA,NA
109346798,"1","1","Kierujący","2011-09-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Wniosek o ukaranie",NA,NA
109346798,"2","1","Kierujący","1974-10-11","Kobieta","Posiada","Trzeźwy","19",NA,NA,NA,NA
109347296,"1","1","Kierujący","1968-02-22","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA,NA
109347296,"2","1","Kierujący","1953-01-01","Mężczyzna","Posiada","Trzeźwy","19",NA,NA,NA,NA
109347475,"1","1","Kierujący","1942-10-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Śmierć w ciągu 30 dni",NA
109347475,"2","1","Kierujący","1960-12-13","Mężczyzna","Posiada","Trzeźwy","39",NA,NA,NA,NA
109347559,"1","1","Kierujący","1998-12-14","Kobieta","Posiada","Trzeźwy","2","Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
109347559,"2","1","Kierujący","1943-03-20","Mężczyzna","Posiada","Trzeźwy","45",NA,NA,NA,NA
109347559,"3","1","Kierujący","1955-05-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109348435,"1","1","Kierujący","1957-10-18","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA,NA
109348435,"2","1","Kierujący","2007-01-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia",NA,NA
109348567,"1","1","Kierujący","1974-08-03","Kobieta","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA,NA
109348567,"2","1","Kierujący","1999-07-14","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109349622,"1","1","Kierujący","1999-10-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Inny sposób zakończenia","Ranny lekko",NA
109349640,"1","1","Kierujący","1948-10-11","Kobieta","Posiada","Trzeźwy","53","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109349640,"2","1","Kierujący","1969-06-02","Mężczyzna","Posiada","Trzeźwy","32",NA,NA,"Ranny lekko",NA
109350517,"1","1","Kierujący","1986-09-18","Kobieta","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA,NA
109350517,"2","1","Kierujący","1985-06-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko",NA
109350559,"1","1","Kierujący","1973-02-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
109350559,"2","1","Kierujący","1981-06-21","Kobieta","Posiada","Trzeźwy","21",NA,NA,NA,NA
109350840,"1","1","Kierujący","1966-01-14","Mężczyzna","Posiada","Trzeźwy","30","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA,NA
