"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Pod wpływem","Liczba lat kierowania","Przyczyna wypadku","Kara","Obrażenia"
96862473,"1","1","Kierujący","1990-06-16","Kobieta","Posiada","Trzeźwy","3",NA,NA,NA
96862473,"2","1","Kierujący","1949-02-25","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: wymijanie","Wniosek o ukaranie",NA
96862674,"1","1","Kierujący","1975-02-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96862674,"2","1","Kierujący","1974-08-01","Kobieta","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie",NA
96864491,"1","1","Kierujący","1973-10-02","Mężczyzna","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96864491,"2","1","Kierujący","1960-01-09","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96865148,"1","1","Kierujący","1945-05-07","Kobieta","Posiada","Trzeźwy","49",NA,NA,"Ranny ciężko"
96865148,"2","1","Kierujący","1954-11-16","Mężczyzna","Posiada","Trzeźwy","39","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96866817,"1","1","Kierujący","1971-04-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96866817,"2","1","Kierujący","1994-12-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Ranny ciężko"
96866874,"1","1","Kierujący","1953-08-21","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96866874,"2","1","Kierujący","1976-08-05","Mężczyzna","Posiada","Trzeźwy","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96867527,"1","1","Kierujący","1995-07-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96867527,"2","1","Kierujący","1979-06-13","Mężczyzna","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96868326,"1","1","Kierujący","1974-06-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96868326,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96874855,"1","1","Kierujący","1989-08-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96874855,"2","1","Kierujący","1958-03-26","Kobieta","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96875899,"1","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96875899,"2","1","Kierujący","1980-06-01","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA
96875969,"1","1","Kierujący","1993-11-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96875969,"2","1","Kierujący","1996-11-17","Mężczyzna","Posiada","Trzeźwy","2",NA,NA,NA
96875969,"3","1","Kierujący","1956-09-27","Kobieta","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96876222,"1","1","Kierujący","1968-09-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96876222,"2","1","Kierujący","1992-12-19","Mężczyzna","Posiada","Trzeźwy","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96876497,"1","1","Kierujący","1983-12-26","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96876497,"2","1","Kierujący","1976-02-04","Mężczyzna","Posiada","Trzeźwy","18","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96876506,"1","1","Kierujący","1977-04-22","Kobieta","Posiada","Trzeźwy","15","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny",NA
96876506,"2","1","Kierujący","1988-08-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96876980,"1","1","Kierujący","1978-12-24","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96876980,"2","1","Kierujący","1969-07-17","Kobieta","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96876994,"1","1","Kierujący","1969-04-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96876994,"2","1","Kierujący","1963-08-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie",NA
96877086,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu",NA,NA
96877086,"2","1","Kierujący","1949-10-26","Mężczyzna","Posiada","Trzeźwy","8",NA,NA,NA
96877125,"1","1","Kierujący","1978-02-19","Mężczyzna","Nie wymagane","Trzeźwy","17",NA,NA,NA
96877125,"2","1","Kierujący","1943-07-24","Mężczyzna","Posiada","Alkoholu","47","Nieprawidłowe: zmienianie pasa ruchu","Wniosek o ukaranie",NA
96877979,"1","1","Kierujący","1999-01-02","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa pieszemu","Pouczenie",NA
96878526,"1","1","Kierujący","1953-01-23","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny ciężko"
96879504,"1","1","Kierujący","1985-02-28","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96881851,"1","1","Kierujący","1979-07-17","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Gwałtowne hamowanie","Dochodzenie","Ranny lekko"
96881851,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA
96884447,"1","1","Kierujący","1953-04-16","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96884447,"2","1","Kierujący","1984-04-05","Kobieta","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96892421,"1","1","Kierujący","1996-10-18","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA
96892421,"2","1","Kierujący","1999-06-24","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieprawidłowe: wymijanie","Dochodzenie","Ranny lekko"
96893447,"1","1","Kierujący","1955-02-27","Kobieta","Posiada","Trzeźwy","2",NA,NA,NA
96893447,"2","1","Kierujący","2002-10-09","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko"
96893449,"1","1","Kierujący","1932-11-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96893449,"2","1","Kierujący","1957-02-14","Mężczyzna","Posiada","Trzeźwy","37","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96893482,"1","1","Kierujący","1981-02-02","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96893482,"2","1","Kierujący","1957-11-28","Mężczyzna","Posiada","Trzeźwy",NA,"Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA
96893540,"1","1","Pasażer","2005-06-15","Mężczyzna",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko"
96893540,"1","2","Pasażer","2006-02-16","Kobieta",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko"
96893540,"1","3","Kierujący","1982-09-02","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96893615,"1","1","Kierujący","1977-10-26","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96893615,"2","1","Kierujący","1952-09-10","Mężczyzna","Posiada","Trzeźwy","42","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96900508,"1","1","Kierujący","1959-10-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Wniosek o ukaranie",NA
96900508,"2","1","Kierujący","1982-03-24","Mężczyzna","Posiada","Trzeźwy","8","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Wniosek o ukaranie",NA
96900527,"1","1","Kierujący","1973-10-13","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96900527,"2","1","Kierujący","1985-05-14","Kobieta","Posiada","Trzeźwy","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96900592,"1","1","Kierujący","1973-10-07","Kobieta","Posiada","Trzeźwy","16",NA,NA,NA
96900592,"2","1","Kierujący","1958-11-24","Mężczyzna","Nie wymagane","Alkoholu",NA,"Jazda po niewłaściwej stronie drogi","Dochodzenie",NA
96901458,"1","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie",NA
96901458,"2","1","Kierujący","1945-10-25","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96902503,"1","1","Kierujący","1995-03-22","Mężczyzna","Posiada","Trzeźwy","6","Jazda po niewłaściwej stronie drogi","Wniosek o ukaranie",NA
96902503,"2","1","Kierujący","1981-05-12","Kobieta","Posiada","Trzeźwy","14",NA,NA,NA
96902505,"1","1","Kierujący","1924-08-20","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96902505,"2","1","Kierujący","1978-11-11","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96902723,"1","1","Kierujący","1973-02-18","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA
96902723,"2","1","Kierujący","1998-12-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie",NA
96903543,"1","1","Kierujący","1943-04-01","Kobieta","Posiada","Trzeźwy","53","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96903543,"2","1","Kierujący","1979-12-05","Kobieta","Posiada","Trzeźwy","25",NA,NA,"Ranny lekko"
96903593,"1","1","Kierujący","1957-01-25","Kobieta","Posiada","Trzeźwy","37",NA,NA,NA
96903593,"2","1","Kierujący","1951-01-14","Mężczyzna","Posiada","Trzeźwy","21","Wjazd przy czerwonym świetle","Dochodzenie",NA
96904928,"1","1","Kierujący","1987-01-31","Mężczyzna","Posiada","Trzeźwy","7",NA,NA,NA
96904928,"2","1","Kierujący","1971-01-06","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Smierć na miejscu"
96905161,"1","1","Kierujący","1968-07-01","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96905161,"2","1","Pasażer","2011-01-04","Mężczyzna",NA,"Trzeźwy",NA,NA,NA,"Ranny lekko"
96905161,"2","2","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieprawidłowe: wymijanie","Dochodzenie",NA
96905178,"1","1","Kierujący","1962-02-09","Mężczyzna",NA,"Trzeźwy",NA,NA,NA,NA
96905178,"2","1","Kierujący","1983-07-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie",NA
96905223,"1","1","Kierujący","1957-06-07","Kobieta","Posiada","Trzeźwy","27",NA,NA,NA
96905223,"2","1","Kierujący","1996-10-14","Mężczyzna","Nie posiada","Trzeźwy",NA,"Jazda po niewłaściwej stronie drogi","Dochodzenie","Ranny lekko"
96905291,"1","1","Kierujący","1937-09-17","Mężczyzna","Posiada","Trzeźwy","55","Nieprawidłowe: wyprzedzanie","Dochodzenie",NA
96905291,"2","1","Kierujący","1996-05-02","Kobieta","Nie posiada","Trzeźwy",NA,NA,NA,"Ranny lekko"
96905600,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,NA,NA
96905600,"2","1","Kierujący","1987-12-15","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Ranny lekko"
96905963,"1","1","Kierujący","1959-09-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Śmierć w ciągu 30 dni"
96905963,"2","1","Kierujący","1958-10-04","Mężczyzna","Posiada","Trzeźwy","34",NA,NA,NA
96905996,"1","1","Kierujący","1950-10-19","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96905996,"2","1","Kierujący","1981-03-14","Mężczyzna","Posiada","Trzeźwy","14","Nieprawidłowe: zmienianie pasa ruchu","Mandat karny",NA
96906728,"1","1","Kierujący","1976-11-07","Kobieta","Posiada","Trzeźwy","8",NA,NA,NA
96906728,"2","1","Kierujący","1962-05-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny",NA
96906995,"1","1","Kierujący","1958-10-10","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96906995,"2","1","Kierujący","1947-08-01","Kobieta","Posiada","Trzeźwy","32","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96907526,"1","1","Kierujący","1979-09-20","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA
96907526,"2","1","Kierujący","1948-04-16","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Pouczenie",NA
96908875,"1","1","Kierujący","2001-07-29","Mężczyzna","Nie posiada","Trzeźwy",NA,NA,NA,NA
96908875,"2","1","Kierujący","1980-01-24","Kobieta","Posiada","Trzeźwy","2","Nieprawidłowe: wymijanie","Pouczenie",NA
96909212,"1","1","Kierujący","1990-06-13","Mężczyzna","Posiada","Trzeźwy","2",NA,"Dochodzenie",NA
96909212,"2","1","Kierujący","1928-04-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96909272,"1","1","Kierujący","1982-04-30","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96909272,"2","1","Kierujący","1946-06-25","Mężczyzna","Posiada","Trzeźwy","44","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96909499,"1","1","Kierujący","1977-08-10","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96909499,"2","1","Kierujący","1982-08-12","Kobieta","Posiada","Trzeźwy","3","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96909554,"1","1","Kierujący","1977-03-16","Mężczyzna","Nie posiada","Alkoholu",NA,NA,NA,NA
96909554,"2","1","Kierujący","1966-10-20","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny ciężko"
96910583,"1","1","Kierujący","1959-01-22","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Ranny lekko"
96910583,"2","1","Kierujący","1976-05-15","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA
96912866,"1","1","Kierujący","1976-06-24","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96912866,"2","1","Kierujący","1978-12-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie",NA
96915538,"1","1","Kierujący","1953-08-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96915538,"2","1","Kierujący","1989-07-09","Kobieta","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96917437,"1","1","Kierujący","1969-04-02","Kobieta","Posiada","Trzeźwy",NA,NA,NA,NA
96917437,"2","1","Kierujący","1988-05-27","Mężczyzna","Nie wymagane","Alkoholu",NA,"Jazda po niewłaściwej stronie drogi","Dochodzenie",NA
96919445,"1","1","Kierujący","1940-05-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96919445,"2","1","Kierujący","1948-09-22","Mężczyzna","Posiada","Trzeźwy","38","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96919493,"1","1","Kierujący","1984-07-07","Kobieta","Posiada","Trzeźwy","10",NA,NA,"Ranny lekko"
96919493,"2","1","Kierujący","1979-03-28","Kobieta","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96921769,"1","1","Kierujący","1992-03-05","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA
96921769,"2","1","Kierujący","1968-01-25","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie",NA
96924909,"1","1","Kierujący","1983-03-28","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96924909,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96924940,"1","1","Kierujący","1996-01-09","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96924940,"2","1","Kierujący","1957-07-24","Mężczyzna","Posiada","Trzeźwy","1","Wjazd przy czerwonym świetle","Wniosek o ukaranie",NA
96944242,"1","1","Kierujący","1982-11-10","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96944242,"2","1","Kierujący","1974-08-08","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96944741,"1","1","Kierujący","1959-03-28","Mężczyzna","Posiada","Trzeźwy","34","Niezachowanie bezp. odl. między pojazdami","Mandat karny",NA
96944741,"2","1","Kierujący","1984-07-23","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96944894,"1","1","Kierujący","1974-10-30","Mężczyzna","Posiada","Trzeźwy","17",NA,NA,NA
96944894,"2","1","Kierujący","2007-10-05","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Mandat karny",NA
96945527,"1","1","Kierujący","1995-09-14","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96945527,"2","1","Kierujący","1987-10-31","Mężczyzna","Posiada","Trzeźwy","5",NA,NA,NA
96946408,"1","1","Kierujący","1966-06-26","Kobieta","Posiada","Trzeźwy","35",NA,NA,NA
96946408,"2","1","Kierujący","1958-09-25","Mężczyzna","Posiada","Trzeźwy","30","Nieprawidłowe: skręcanie","Mandat karny",NA
96949463,"1","1","Kierujący","1992-04-29","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96949463,"2","1","Kierujący","1986-01-24","Mężczyzna","Posiada","Trzeźwy","7","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96951485,"1","1","Kierujący","1975-08-24","Mężczyzna","Posiada","Trzeźwy","9",NA,NA,NA
96951485,"2","1","Kierujący","2003-12-30","Mężczyzna","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu",NA,"Ranny lekko"
96952685,"1","1","Kierujący","1974-03-06","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96952685,"2","1","Kierujący","1983-04-19","Kobieta","Posiada","Trzeźwy","8","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96953509,"1","1","Kierujący","1978-09-17","Mężczyzna","Posiada","Trzeźwy","7",NA,NA,NA
96953509,"2","1","Kierujący","1943-10-09","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: skręcanie","Dochodzenie",NA
96959521,"1","1","Kierujący","1971-12-12","Kobieta","Posiada","Trzeźwy","1",NA,NA,NA
96959521,"2","1","Kierujący","1995-11-21","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96959526,"1","1","Kierujący","1972-05-25","Kobieta","Posiada","Trzeźwy","7",NA,NA,NA
96959526,"2","1","Kierujący","1940-07-09","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: wymijanie","Wniosek o ukaranie",NA
96959590,"1","1","Kierujący","1947-12-14","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96959595,"1","1","Kierujący","2004-06-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96959595,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,"Trzeźwy",NA,NA,"Dochodzenie",NA
96959806,"1","1","Kierujący","1963-09-27","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96959806,"2","1","Kierujący","1944-04-01","Mężczyzna","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96959900,"1","1","Kierujący","1986-02-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96959900,"2","1","Kierujący","1974-12-28","Mężczyzna","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96959983,"1","1","Kierujący","1974-05-29","Kobieta","Posiada","Trzeźwy","10",NA,NA,NA
96959983,"2","1","Kierujący","1990-07-06","Mężczyzna","Posiada","Trzeźwy","3",NA,"Mandat karny",NA
96960132,"1","1","Kierujący","1984-05-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96960132,"2","1","Kierujący","1963-12-26","Mężczyzna","Posiada","Trzeźwy","28","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96960199,"1","1","Kierujący","1984-10-08","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96960199,"2","1","Kierujący","1945-04-02","Mężczyzna","Posiada","Trzeźwy","37","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96977665,"1","1","Kierujący","1952-07-05","Mężczyzna","Posiada","Trzeźwy","21",NA,NA,NA
96977665,"2","1","Kierujący","1972-02-18","Kobieta","Nie wymagane","Trzeźwy",NA,"Wjazd przy czerwonym świetle","Dochodzenie","Ranny lekko"
96977718,"1","1","Kierujący","1984-07-10","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96977718,"2","1","Kierujący","1983-11-01","Kobieta","Nie posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96978011,"1","1","Kierujący","1929-11-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96978011,"2","1","Kierujący","1976-12-27","Mężczyzna","Posiada","Trzeźwy","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96978071,"1","1","Kierujący","1979-12-20","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96978071,"2","1","Kierujący","1979-05-09","Mężczyzna","Posiada","Trzeźwy","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96978211,"1","1","Kierujący","1988-01-26","Mężczyzna","Nie posiada","Trzeźwy",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie",NA
96978211,"2","1","Kierujący","1961-05-03","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96978838,"1","1","Kierujący","1958-02-09","Mężczyzna","Posiada","Trzeźwy","20",NA,NA,NA
96978838,"2","1","Kierujący","1947-09-12","Kobieta","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96978884,"1","1","Kierujący","1953-05-03","Kobieta","Posiada","Trzeźwy","28",NA,NA,NA
96978884,"2","1","Kierujący","1989-03-19","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny",NA
96979847,"1","1","Kierujący","1951-07-31","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96979847,"2","1","Kierujący","1990-01-30","Mężczyzna","Posiada","Trzeźwy","4","Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96980205,"1","1","Kierujący","1947-01-23","Mężczyzna","Posiada","Trzeźwy","49","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96980205,"2","1","Kierujący","1975-08-19","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96981611,"1","1","Kierujący","2001-07-21","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96981611,"2","1","Kierujący","1975-12-22","Mężczyzna","Posiada","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96982863,"1","1","Kierujący","1981-11-10","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96982863,"2","1","Kierujący","1983-06-16","Kobieta","Posiada","Trzeźwy","4","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny",NA
96983111,"1","1","Kierujący","1945-08-06","Mężczyzna","Posiada","Trzeźwy","22",NA,NA,NA
96983111,"2","1","Kierujący","1951-01-19","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Ranny lekko"
96983113,"1","1","Kierujący","1963-05-26","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96983113,"2","1","Kierujący","1977-10-07","Mężczyzna","Posiada","Trzeźwy","10","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96983116,"1","1","Kierujący","1982-05-08","Kobieta","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96983116,"2","1","Kierujący","1959-02-20","Mężczyzna","Posiada","Trzeźwy","33","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie",NA
96983142,"1","1","Kierujący","1975-10-20","Mężczyzna","Posiada","Trzeźwy","18",NA,NA,NA
96983142,"2","1","Kierujący","1993-06-11","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny",NA
96983485,"1","1","Kierujący","1933-04-28","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,"Ranny lekko"
96983485,"2","1","Kierujący","1989-05-12","Mężczyzna","Posiada","Trzeźwy","5","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
96987518,"1","1","Kierujący","1990-03-07","Mężczyzna","Posiada","Trzeźwy","1",NA,NA,NA
96987518,"2","1","Kierujący","1993-10-29","Mężczyzna","Nie wymagane","Alkoholu",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie",NA
96992580,"1","1","Kierujący","1952-06-22","Mężczyzna","Nie wymagane","Trzeźwy",NA,NA,NA,NA
96992580,"2","1","Kierujący","1959-12-03","Mężczyzna","Posiada","Trzeźwy","12","Nieudzielenie pierwszeństwa przejazdu","Pouczenie",NA
96992826,"1","1","Kierujący","1994-11-17","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie","Ranny lekko"
96992826,"2","1","Kierujący","1983-06-04","Mężczyzna","Posiada","Trzeźwy","12",NA,NA,NA
96993047,"1","1","Kierujący","1971-08-07","Mężczyzna","Posiada","Trzeźwy",NA,NA,NA,"Ranny lekko"
96993047,"2","1","Kierujący","2000-06-11","Kobieta","Nie wymagane","Trzeźwy",NA,NA,"Dochodzenie",NA
96993166,"1","1","Kierujący","1980-06-05","Kobieta","Posiada","Trzeźwy","9",NA,NA,NA
96993166,"2","1","Kierujący","1999-12-18","Mężczyzna","Nie wymagane","Trzeźwy",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie",NA
