"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia"
94453893,"1","1","Kierujący","1994-02-17","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Dochodzenie","Trzeźwy","Ranny lekko"
94453893,"2","1","Kierujący","1972-03-03","Mężczyzna","Posiada","22",NA,NA,"Trzeźwy",NA
94453898,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA
94453898,"2","1","Kierujący","1953-11-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94455315,"1","1","Kierujący","1983-09-30","Kobieta","Posiada",NA,NA,"Dochodzenie","Trzeźwy",NA
94455315,"2","1","Kierujący","1946-03-02","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94456086,"1","1","Kierujący","1993-09-21","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94456086,"2","1","Kierujący","1936-02-18","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie",NA,"Trzeźwy","Ranny lekko"
94456107,"1","1","Kierujący","1972-09-08","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA
94456107,"2","1","Kierujący","1973-04-13","Mężczyzna","Posiada","19",NA,NA,"Trzeźwy",NA
94456383,"1","1","Kierujący","1986-01-26","Mężczyzna","Posiada","7",NA,"Dochodzenie","Trzeźwy",NA
94456406,"1","1","Kierujący","1976-01-02","Kobieta","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94456406,"2","1","Kierujący","1958-03-13","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94457152,"1","1","Kierujący","1976-05-16","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Alkoholu",NA
94457152,"2","1","Kierujący","1980-12-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94457203,"1","1","Kierujący","2003-01-20","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy","Ranny lekko"
94457203,"2","1","Kierujący","1980-04-12","Kobieta","Posiada","3",NA,NA,"Trzeźwy",NA
94457382,"1","1","Kierujący","1998-09-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94457477,"1","1","Kierujący","1986-01-02","Mężczyzna","Nie wymagane",NA,NA,"Mandat karny","Trzeźwy",NA
94457477,"2","1","Kierujący","1991-02-24","Kobieta","Posiada","2",NA,NA,"Trzeźwy",NA
94457705,"1","1","Kierujący","1967-12-17","Kobieta","Nie wymagane",NA,"Jazda po niewłaściwej stronie drogi","Wniosek o ukaranie","Trzeźwy",NA
94457742,"1","1","Kierujący","1983-08-02","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94457742,"2","1","Kierujący","1962-03-21","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy","Ranny lekko"
94457770,"1","1","Kierujący","1937-01-21","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Mandat karny","Trzeźwy",NA
94457770,"2","1","Kierujący","1972-05-06","Kobieta","Posiada","12",NA,NA,"Trzeźwy",NA
94457774,"1","1","Kierujący","1951-12-16","Kobieta","Posiada",NA,"Nieudzielenie pierwszeństwa pieszemu","Wniosek o ukaranie","Trzeźwy",NA
94457818,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: omijanie","Dochodzenie","Trzeźwy",NA
94457818,"2","1","Kierujący","1988-02-04","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA
94458088,"1","1","Kierujący","1934-04-13","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Dochodzenie","Trzeźwy","Ranny ciężko"
94458088,"2","1","Kierujący","1984-03-07","Kobieta","Posiada","7",NA,NA,"Trzeźwy",NA
94458885,"1","1","Kierujący","1965-02-09","Kobieta","Posiada","12","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94458885,"2","1","Kierujący","1937-03-10","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94459301,"1","1","Kierujący","1990-06-25","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Alkoholu","Ranny lekko"
94460902,"1","1","Kierujący","1999-08-20","Mężczyzna","Nie wymagane",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA
94460902,"2","1","Kierujący","1987-06-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94460910,"1","1","Kierujący","1948-02-22","Mężczyzna","Posiada","47","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA
94460910,"2","1","Kierujący","1949-03-10","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94463275,"1","1","Kierujący","1972-06-26","Mężczyzna","Posiada","20","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94463275,"2","1","Kierujący","1960-11-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94464027,"1","1","Kierujący","1957-01-16","Kobieta","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny","Trzeźwy",NA
94464027,"2","1","Kierujący","1944-05-14","Mężczyzna","Posiada","43",NA,NA,"Trzeźwy",NA
94464341,"1","1","Kierujący","1978-01-03","Kobieta","Posiada","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94464341,"2","1","Kierujący","2003-12-12","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94464342,"1","1","Kierujący","1954-05-17","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: zmienianie pasa ruchu","Dochodzenie","Alkoholu","Ranny lekko"
94464342,"2","1","Kierujący","1989-08-17","Mężczyzna","Posiada","2",NA,NA,"Trzeźwy",NA
94464357,"1","1","Kierujący","1991-05-01","Mężczyzna","Posiada",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA
94464357,"2","1","Kierujący","2006-03-18","Kobieta","Nie posiada",NA,NA,NA,"Trzeźwy",NA
94465036,"1","1","Kierujący","1989-08-05","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94465036,"2","1","Kierujący","1982-07-02","Kobieta","Posiada",NA,NA,NA,"Trzeźwy",NA
94465063,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94465063,"2","1","Kierujący","1989-11-24","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94465405,"1","1","Kierujący","1937-10-06","Mężczyzna","Posiada","34","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94465405,"2","1","Kierujący","1974-09-27","Kobieta","Posiada","19",NA,NA,"Trzeźwy",NA
94465672,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA
94465672,"2","1","Kierujący","1991-09-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94467174,"1","1","Kierujący","2002-01-13","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy",NA
94467174,"2","1","Kierujący","1960-05-15","Mężczyzna","Posiada","33",NA,NA,"Trzeźwy",NA
94467174,"2","2","Pasażer","1971-09-23","Kobieta",NA,NA,NA,NA,"Trzeźwy",NA
94467295,"1","1","Kierujący","1990-08-08","Kobieta","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94467295,"2","1","Kierujący","1986-05-07","Kobieta","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych",NA,"Trzeźwy","Ranny lekko"
94467338,"1","1","Kierujący","1953-01-30","Mężczyzna","Posiada","41","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94467338,"2","1","Kierujący","1970-06-28","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy","Ranny lekko"
94468550,"1","1","Kierujący","1976-08-16","Mężczyzna","Posiada","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94468550,"2","1","Kierujący","1996-01-09","Mężczyzna","Posiada","5",NA,NA,"Trzeźwy",NA
94470324,"1","1","Kierujący","1972-11-30","Mężczyzna","Posiada","21","Nieprawidłowe: cofanie","Wniosek o ukaranie","Trzeźwy",NA
94470324,"2","1","Kierujący","1962-07-22","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94470657,"1","1","Kierujący","2002-02-07","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko"
94470657,"2","1","Kierujący","1965-04-08","Mężczyzna","Posiada","26",NA,NA,"Trzeźwy",NA
94470709,"1","1","Kierujący","1937-02-28","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko"
94470709,"2","1","Kierujący","1982-04-05","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA
94470860,"1","1","Kierujący","1976-08-13","Mężczyzna","Posiada","12","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94470860,"2","1","Kierujący","1993-11-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94474198,"1","1","Kierujący","1941-09-10","Mężczyzna","Posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Dochodzenie","Trzeźwy",NA
94474198,"2","1","Kierujący","1975-05-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94474303,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,"Dochodzenie","Trzeźwy",NA
94474303,"2","1","Kierujący","1971-11-30","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy",NA
94475179,"1","1","Kierujący","1999-11-04","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Inny organ","Trzeźwy",NA
94475179,"2","1","Kierujący","1974-12-10","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA
94475381,"1","1","Kierujący","1970-05-02","Mężczyzna","Posiada","23","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94475381,"2","1","Kierujący","1956-02-26","Mężczyzna","Posiada","35","Nieprawidłowe: przejeżdżanie przejścia dla rowerów",NA,"Trzeźwy",NA
94475446,"1","1","Kierujący","1987-08-12","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: zmienianie pasa ruchu","Dochodzenie","Trzeźwy","Ranny lekko"
94475446,"2","1","Kierujący","1981-07-27","Kobieta","Posiada","6",NA,NA,"Trzeźwy",NA
94476629,"1","1","Kierujący","1953-11-22","Kobieta","Posiada","31","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94476629,"2","1","Kierujący","1982-05-13","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94476950,"1","1","Kierujący","1997-09-21","Mężczyzna","Posiada",NA,NA,"Inny organ","Trzeźwy",NA
94476950,"2","1","Kierujący","1976-01-08","Mężczyzna","Posiada","7",NA,NA,"Trzeźwy",NA
94479634,"1","1","Kierujący","1988-03-02","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wymijanie","Mandat karny","Trzeźwy",NA
94479634,"2","1","Kierujący","1974-03-21","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy",NA
94479963,"1","1","Kierujący","1963-04-09","Kobieta","Posiada","22","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Dochodzenie","Trzeźwy",NA
94479963,"2","1","Kierujący","1946-03-07","Kobieta","Posiada","47",NA,NA,"Trzeźwy","Ranny lekko"
94479999,"1","1","Kierujący","1974-02-10","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94479999,"2","1","Kierujący","1979-01-28","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94480097,"1","1","Kierujący","1998-07-16","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa pieszemu",NA,"Trzeźwy",NA
94480097,"2","1","Kierujący","1970-04-13","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94480914,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94480914,"2","1","Kierujący","1947-07-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94480989,"1","1","Kierujący","1950-01-13","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA
94480989,"2","1","Kierujący","1981-06-02","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94481023,"1","1","Kierujący","1980-09-23","Kobieta","Posiada","1","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA
94481023,"2","1","Kierujący","1976-05-21","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94481304,"1","1","Kierujący","1974-05-22","Mężczyzna","Posiada","3",NA,NA,"Trzeźwy",NA
94481304,"2","1","Kierujący","2006-06-16","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy","Ranny lekko"
94483205,"1","1","Kierujący","1999-06-16","Mężczyzna","Nie wymagane",NA,"Jazda po niewłaściwej stronie drogi","Wniosek o ukaranie","Trzeźwy",NA
94483205,"2","1","Kierujący","1982-02-23","Mężczyzna","Posiada","5",NA,NA,"Trzeźwy",NA
94483647,"1","1","Kierujący","1989-06-12","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA
94483647,"2","1","Kierujący","1964-08-26","Kobieta","Posiada","16",NA,NA,"Trzeźwy",NA
94483748,"1","1","Kierujący","1986-03-05","Mężczyzna","Posiada","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94483748,"2","1","Kierujący","1937-10-20","Mężczyzna","Posiada","56",NA,NA,"Trzeźwy",NA
94486522,"1","1","Kierujący","1994-06-23","Mężczyzna","Posiada","6","Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny","Trzeźwy",NA
94486522,"2","1","Kierujący","1971-01-31","Mężczyzna","Posiada","22",NA,NA,"Trzeźwy",NA
94486558,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,"Dochodzenie","Trzeźwy",NA
94486558,"2","1","Kierujący","1994-07-22","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94486569,"1","1","Kierujący","1981-07-14","Kobieta","Posiada","12","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA
94486569,"2","1","Kierujący","1999-09-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94486585,"1","1","Kierujący","1991-12-06","Mężczyzna","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94486585,"2","1","Kierujący","1972-06-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94486600,"1","1","Kierujący","Nieustalona","Kobieta",NA,NA,NA,NA,"Trzeźwy",NA
94486608,"1","1","Kierujący","1992-07-23","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94486608,"2","1","Kierujący","1957-08-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94487690,"1","1","Kierujący","2000-09-24","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Inny organ","Trzeźwy","Ranny lekko"
94487690,"2","1","Kierujący","1946-05-10","Mężczyzna","Posiada",NA,NA,NA,"Alkoholu",NA
94488854,"1","1","Kierujący","1973-08-23","Mężczyzna","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94488854,"2","1","Kierujący","1957-05-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94490123,"1","1","Kierujący","1989-02-25","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa pieszemu","Mandat karny","Trzeźwy",NA
94492305,"1","1","Kierujący","1985-02-09","Kobieta","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94492305,"2","1","Kierujący","1991-04-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94492312,"1","1","Kierujący","1993-10-26","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny","Trzeźwy",NA
94492312,"2","1","Kierujący","1971-12-23","Mężczyzna","Posiada","12",NA,NA,"Trzeźwy",NA
94492341,"1","1","Kierujący","1980-03-25","Mężczyzna","Nie wymagane",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA
94492341,"2","1","Kierujący","1966-11-28","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA
94492350,"1","1","Kierujący","1955-01-14","Mężczyzna","Posiada","35","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94492350,"2","1","Kierujący","1984-03-30","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94497950,"2","1","Kierujący","1969-03-15","Mężczyzna","Posiada","16","Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA
94497950,"3","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94497950,"3","2","Kierujący","Nieustalona","Nie ustalono","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94499232,"1","1","Kierujący","1999-07-29","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA
94499232,"2","1","Kierujący","1964-07-01","Kobieta","Posiada","12",NA,NA,"Trzeźwy",NA
94499242,"1","1","Kierujący","1961-03-01","Mężczyzna","Posiada","32","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94499242,"2","1","Kierujący","1978-05-08","Mężczyzna","Posiada","15",NA,NA,"Trzeźwy","Ranny lekko"
94499256,"1","1","Kierujący","1989-10-02","Mężczyzna","Posiada","2","Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy",NA
94499256,"2","1","Kierujący","1973-09-19","Kobieta","Posiada","20",NA,NA,"Trzeźwy","Ranny lekko"
94499262,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,NA,"Dochodzenie","Trzeźwy",NA
94499262,"2","1","Kierujący","1970-05-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94499289,"1","1","Kierujący","1968-09-13","Mężczyzna","Posiada","11","Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny","Trzeźwy",NA
94499289,"2","1","Kierujący","2004-06-02","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94499736,"1","1","Kierujący","1990-10-21","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Mandat karny","Trzeźwy",NA
94499736,"2","1","Kierujący","1975-02-02","Mężczyzna","Posiada","19",NA,NA,"Trzeźwy",NA
94500996,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie","Trzeźwy",NA
94500996,"2","1","Kierujący","1986-04-04","Mężczyzna","Posiada","7",NA,NA,"Trzeźwy",NA
94501130,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wymijanie","Dochodzenie","Trzeźwy",NA
94501157,"1","1","Kierujący","1960-07-31","Mężczyzna","Posiada","33","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94501157,"2","1","Kierujący","1987-11-03","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94503456,"1","1","Kierujący","1947-01-13","Mężczyzna","Nie wymagane",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA
94503456,"2","1","Kierujący","1983-06-10","Kobieta","Posiada","9",NA,NA,"Trzeźwy",NA
94506109,"1","1","Kierujący","1955-01-09","Mężczyzna","Posiada","20","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94506109,"2","1","Kierujący","1961-12-30","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94506439,"1","1","Kierujący","1982-05-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94506515,"1","1","Kierujący","1947-12-01","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Dochodzenie","Alkoholu","Ranny lekko"
94506515,"2","1","Kierujący","1965-12-23","Mężczyzna","Posiada","30",NA,NA,"Trzeźwy",NA
94506599,"1","1","Kierujący","1990-06-27","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94506599,"2","1","Kierujący","1990-04-28","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94506712,"1","1","Kierujący","1948-11-18","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny ciężko"
94506712,"2","1","Kierujący","1977-05-10","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94506765,"1","1","Kierujący","1999-01-15","Mężczyzna","Posiada",NA,"Jazda po niewłaściwej stronie drogi",NA,"Trzeźwy","Ranny lekko"
94506765,"2","1","Kierujący","1985-04-15","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA
94507100,"1","1","Kierujący","1986-07-29","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Dochodzenie","Alkoholu","Ranny lekko"
94507791,"1","1","Kierujący","1936-04-21","Mężczyzna","Posiada","57","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94507791,"2","1","Kierujący","1958-05-19","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94508010,"1","1","Kierujący","1949-08-29","Mężczyzna","Posiada","23","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94508010,"2","1","Kierujący","1958-12-23","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94508795,"1","1","Kierujący","1991-07-27","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA
94508795,"2","1","Kierujący","1984-07-16","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94510404,"1","1","Kierujący","1936-03-31","Mężczyzna","Nie posiada",NA,"Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy","Ranny lekko"
94510404,"2","1","Kierujący","1968-11-03","Kobieta","Posiada","23",NA,NA,"Trzeźwy",NA
94514017,"1","1","Kierujący","1992-11-13","Mężczyzna","Posiada","1","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA
94514017,"2","1","Kierujący","1937-06-16","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94514017,"3","1","Kierujący","1983-05-22","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94514211,"1","1","Kierujący","2000-09-09","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Inny organ","Trzeźwy",NA
94514211,"2","1","Kierujący","1944-06-02","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94515066,"1","1","Kierujący","1973-09-07","Kobieta","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA
94515066,"2","1","Kierujący","1994-09-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94517305,"1","1","Kierujący","1931-08-23","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA
94517305,"2","1","Kierujący","1983-02-28","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94517556,"1","1","Kierujący","1986-06-16","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy","Ranny lekko"
94517556,"1","2","Pasażer","2006-12-19","Mężczyzna",NA,NA,NA,NA,"Trzeźwy","Ranny lekko"
94517556,"2","1","Kierujący","1973-03-10","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA
94517577,"1","1","Kierujący","1969-10-13","Mężczyzna","Posiada","21","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA
94517577,"2","1","Kierujący","1990-06-16","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94518020,"1","1","Kierujący","1964-03-08","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Trzeźwy",NA
94518020,"2","1","Kierujący","1971-06-15","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA
94518530,"1","1","Kierujący","1954-11-20","Mężczyzna","Posiada","22","Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA
94518530,"2","1","Kierujący","1972-11-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94518530,"3","1","Kierujący","1977-02-02","Kobieta","Posiada","13",NA,NA,"Trzeźwy",NA
94522195,"1","1","Kierujący","1981-07-07","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA
94522195,"2","1","Kierujący","1982-08-22","Mężczyzna","Posiada","7",NA,NA,"Trzeźwy",NA
94522368,"1","1","Kierujący","1901-01-01","Kobieta","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy",NA
94522368,"2","1","Kierujący","1980-03-05","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko"
94522546,"1","1","Kierujący","1977-11-25","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA
94522546,"2","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Trzeźwy",NA
94522549,"1","1","Kierujący","1950-01-22","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA
94526914,"1","1","Kierujący","1965-05-22","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Alkoholu",NA
94526914,"2","1","Kierujący","1955-08-19","Mężczyzna","Posiada","31",NA,NA,"Trzeźwy",NA
