"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia","Nieprawidłowe użycie"
97816400,"1","1","Kierujący","1975-07-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97816400,"2","1","Kierujący","1985-07-11","Mężczyzna","Posiada","6","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny","Trzeźwy",NA,NA
97816762,"1","1","Kierujący","1991-10-01","Mężczyzna","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97816762,"2","1","Kierujący","2005-07-16","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97816762,"3","1","Kierujący","1974-08-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97816857,"1","1","Kierujący","1940-01-28","Mężczyzna","Posiada","49","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97816857,"2","1","Kierujący","1987-11-22","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97816896,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97816896,"2","1","Kierujący","1970-09-16","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97817022,"1","1","Kierujący","1952-04-06","Mężczyzna","Posiada","39","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97817022,"2","1","Kierujący","1956-05-28","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97817491,"1","1","Kierujący","1969-10-05","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97817491,"2","1","Kierujący","1978-01-18","Kobieta","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97817981,"1","1","Kierujący","1938-10-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97817981,"2","1","Kierujący","1968-04-30","Kobieta","Posiada","28",NA,"Dochodzenie","Trzeźwy",NA,NA
97818069,"1","1","Kierujący","1974-09-29","Kobieta","Posiada","20","Nieprawidłowe: omijanie","Wniosek o ukaranie","Trzeźwy",NA,NA
97818069,"2","1","Kierujący","1956-07-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97818575,"1","1","Kierujący","1978-11-25","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97818575,"2","1","Kierujący","1969-06-21","Mężczyzna","Posiada","9",NA,NA,"Trzeźwy",NA,NA
97819917,"1","1","Kierujący","1964-02-29","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA
97819917,"2","1","Kierujący","1968-10-05","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97821724,"1","1","Kierujący","Nieustalona","Kobieta",NA,NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie","Trzeźwy",NA,NA
97821724,"2","1","Kierujący","1977-07-26","Mężczyzna","Posiada","18",NA,NA,"Trzeźwy",NA,NA
97822239,"1","1","Kierujący","1986-09-21","Mężczyzna","Posiada","8","Nieprawidłowe: zmienianie pasa ruchu","Mandat karny","Trzeźwy",NA,NA
97822239,"2","1","Kierujący","1960-04-30","Mężczyzna","Posiada","32",NA,NA,"Trzeźwy",NA,NA
97822239,"3","1","Kierujący","1986-07-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97822590,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,NA,"Wniosek o ukaranie","Trzeźwy",NA,NA
97822590,"2","1","Kierujący","1999-11-03","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97822966,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97822966,"2","1","Kierujący","1999-01-05","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97823470,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: przejeżdżanie przejścia dla rowerów",NA,"Trzeźwy",NA,NA
97823470,"2","1","Kierujący","1979-06-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97823534,"1","1","Kierujący","1943-07-09","Mężczyzna","Posiada","40",NA,"Dochodzenie","Trzeźwy",NA,NA
97823534,"2","1","Kierujący","1954-10-16","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97824809,"1","1","Kierujący","1980-01-15","Kobieta","Posiada","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97824809,"2","1","Kierujący","1989-03-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97825074,"1","1","Kierujący","2004-10-25","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Pouczenie","Trzeźwy",NA,NA
97825074,"2","1","Kierujący","1971-01-17","Kobieta","Posiada","10",NA,NA,"Trzeźwy",NA,NA
97825683,"1","1","Kierujący","1983-12-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97825824,"1","1","Kierujący","1976-05-28","Mężczyzna","Posiada",NA,NA,"Dochodzenie","Trzeźwy",NA,NA
97825824,"2","1","Kierujący","1973-02-08","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97825986,"1","1","Kierujący","1994-01-25","Kobieta","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97825986,"2","1","Kierujący","1987-08-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97826303,"1","1","Kierujący","2000-04-29","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Inny organ","Trzeźwy",NA,NA
97826303,"2","1","Kierujący","1989-06-19","Mężczyzna","Posiada","3",NA,NA,"Trzeźwy",NA,NA
97827598,"1","1","Kierujący","1952-06-26","Kobieta","Posiada","37","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97827598,"2","1","Kierujący","2001-05-07","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97827768,"1","1","Kierujący","1969-03-28","Kobieta","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97827768,"2","1","Kierujący","1973-10-12","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97828523,"1","1","Kierujący","1935-12-03","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny ciężko",NA
97828523,"2","1","Kierujący","1995-01-09","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA,NA
97828743,"1","1","Kierujący","1983-09-06","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Mandat karny","Trzeźwy",NA,NA
97828743,"2","1","Kierujący","1966-04-09","Mężczyzna","Posiada","29",NA,NA,"Trzeźwy",NA,NA
97829140,"1","1","Kierujący","1963-05-22","Mężczyzna","Posiada","30","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97829140,"2","1","Kierujący","1962-03-27","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97829361,"1","1","Kierujący","1961-01-13","Kobieta","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97829361,"2","1","Kierujący","1990-08-12","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97829370,"1","1","Kierujący","1994-05-27","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97829370,"2","1","Kierujący","1973-05-14","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97829444,"1","1","Kierujący","1995-07-14","Mężczyzna","Nie posiada","2",NA,"Mandat karny","Trzeźwy",NA,NA
97829444,"2","1","Kierujący","1955-07-15","Kobieta","Posiada","38",NA,NA,"Trzeźwy",NA,NA
97829646,"1","1","Kierujący","1984-09-07","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie","Alkoholu","Ranny lekko",NA
97829646,"2","1","Kierujący","1989-11-29","Kobieta","Posiada","4",NA,NA,"Trzeźwy",NA,NA
97830181,"1","1","Kierujący","2000-01-03","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy","Ranny lekko",NA
97830181,"2","1","Kierujący","1982-02-10","Kobieta","Posiada","13",NA,NA,"Trzeźwy",NA,NA
97830181,"3","1","Kierujący","1975-08-07","Kobieta","Posiada","17",NA,NA,"Trzeźwy",NA,NA
97830467,"1","1","Kierujący","1991-10-13","Mężczyzna","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97830467,"2","1","Kierujący","1965-01-10","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97830825,"1","1","Kierujący","1974-04-05","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97830825,"1","2","Kierujący","1995-05-20","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97830825,"2","1","Kierujący","1981-05-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97832144,"1","1","Kierujący","1959-12-15","Kobieta","Posiada","20","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97832144,"2","1","Kierujący","1991-01-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97832925,"1","1","Kierujący","1974-07-21","Mężczyzna","Posiada","21",NA,"Wniosek o ukaranie","Trzeźwy",NA,NA
97832925,"2","1","Kierujący","1989-02-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97833255,"1","1","Kierujący","1999-07-06","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy","Ranny lekko",NA
97833255,"2","1","Kierujący","1990-08-19","Mężczyzna","Posiada","4",NA,NA,"Trzeźwy",NA,NA
97833269,"1","1","Kierujący","1955-07-24","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny ciężko",NA
97833269,"2","1","Kierujący","1963-07-14","Mężczyzna","Posiada","32",NA,NA,"Trzeźwy",NA,NA
97834123,"1","1","Kierujący","1994-05-11","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Alkoholu",NA,NA
97834123,"2","1","Kierujący","1978-03-11","Kobieta","Posiada","17",NA,NA,"Trzeźwy",NA,NA
97834136,"1","1","Kierujący","1964-03-21","Kobieta","Posiada","31",NA,NA,"Trzeźwy",NA,NA
97834136,"2","1","Kierujący","1987-12-12","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie","Trzeźwy",NA,NA
97834431,"1","1","Kierujący","1960-06-08","Kobieta","Posiada","7","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97834431,"2","1","Kierujący","1989-09-19","Kobieta","Posiada","5",NA,NA,"Trzeźwy","Ranny lekko",NA
97834541,"1","1","Kierujący","1985-02-11","Mężczyzna","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97834541,"2","1","Kierujący","1963-04-13","Mężczyzna","Posiada","32",NA,NA,"Trzeźwy","Ranny lekko",NA
97834543,"1","1","Kierujący","1954-07-01","Mężczyzna","Posiada","38","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97834543,"2","1","Kierujący","2003-05-26","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97834555,"1","1","Kierujący","1956-09-07","Mężczyzna","Posiada","23","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Mandat karny","Trzeźwy",NA,NA
97834555,"2","1","Kierujący","1997-10-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97834726,"1","1","Kierujący","1995-11-18","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97834726,"2","1","Kierujący","1972-07-06","Mężczyzna","Posiada","24",NA,NA,"Trzeźwy",NA,NA
97834757,"1","1","Kierujący","1992-11-07","Mężczyzna","Nie wymagane",NA,"Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA,NA
97834757,"2","1","Kierujący","1971-12-12","Mężczyzna","Posiada","24",NA,NA,"Trzeźwy",NA,NA
97835093,"1","1","Kierujący","1959-04-14","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA
97835093,"2","1","Kierujący","1980-12-15","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97835097,"1","1","Kierujący","1969-03-18","Kobieta","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA,NA
97835097,"2","1","Kierujący","1967-10-30","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97835290,"1","1","Kierujący","2001-11-10","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu",NA,"Trzeźwy",NA,NA
97835290,"2","1","Kierujący","1964-11-23","Mężczyzna","Posiada","31",NA,NA,"Trzeźwy",NA,NA
97835522,"1","1","Kierujący","1998-09-02","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy",NA,NA
97835522,"2","1","Kierujący","1977-05-12","Mężczyzna","Posiada","15",NA,NA,"Trzeźwy",NA,NA
97835809,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97835809,"2","1","Kierujący","2000-01-29","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97836959,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA
97836959,"2","1","Kierujący","1964-03-07","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97837015,"1","1","Kierujący","1962-03-08","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA,NA
97837015,"2","1","Kierujący","1962-03-08","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Alkoholu","Ranny lekko",NA
97837277,"1","1","Kierujący","1994-10-11","Kobieta","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny lekko",NA
97837602,"1","1","Kierujący","1965-06-14","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97837602,"2","1","Kierujący","1952-11-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97837673,"1","1","Kierujący","1994-07-06","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97837673,"2","1","Kierujący","1975-03-03","Mężczyzna","Posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA
97837685,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wyprzedzanie",NA,"Trzeźwy",NA,NA
97837685,"2","1","Kierujący","1981-05-10","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97837763,"1","1","Kierujący","1974-08-27","Mężczyzna","Posiada","21",NA,"Dochodzenie","Trzeźwy","Ranny lekko",NA
97838842,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97838842,"2","1","Kierujący","1989-03-05","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97839000,"1","1","Kierujący","2006-04-14","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy","Ranny lekko",NA
97839000,"2","1","Kierujący","1983-10-06","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA,NA
97839201,"1","1","Kierujący","1974-08-30","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy",NA,NA
97839201,"2","1","Kierujący","1962-03-13","Mężczyzna","Posiada","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97839251,"1","1","Kierujący","1958-02-06","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97839251,"2","1","Kierujący","1990-05-24","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97839300,"1","1","Kierujący","1988-03-22","Kobieta","Posiada","7",NA,NA,"Trzeźwy","Ranny lekko",NA
97839300,"2","1","Kierujący","1990-09-14","Mężczyzna","Posiada","5","Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy",NA,NA
97839466,"1","1","Kierujący","1928-12-14","Mężczyzna","Nie wymagane",NA,NA,"Wniosek o ukaranie","Alkoholu",NA,NA
97839466,"2","1","Kierujący","1976-11-03","Mężczyzna","Posiada","17",NA,NA,"Trzeźwy",NA,NA
97839656,"1","1","Kierujący","1987-03-17","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Trzeźwy","Ranny lekko",NA
97839656,"2","1","Pasażer","1973-04-02","Kobieta",NA,NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97839656,"2","2","Kierujący","1969-04-11","Mężczyzna","Posiada","24",NA,NA,"Trzeźwy",NA,NA
97839943,"1","1","Kierujący","1979-06-30","Kobieta","Posiada","16",NA,"Dochodzenie","Trzeźwy","Ranny lekko",NA
97839943,"1","2","Pasażer","1967-04-05","Kobieta",NA,NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97839943,"2","1","Kierujący","1937-07-10","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Smierć na miejscu",NA
97839976,"1","1","Kierujący","1985-04-18","Mężczyzna","Posiada","11","Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy",NA,NA
97839976,"2","1","Kierujący","1962-06-22","Kobieta","Posiada","33",NA,NA,"Trzeźwy","Ranny lekko",NA
97840017,"1","1","Kierujący","1983-05-31","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97840017,"2","1","Kierujący","1955-08-21","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97840596,"1","1","Kierujący","1963-01-02","Mężczyzna","Posiada","27","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97840596,"2","1","Kierujący","1988-09-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97841119,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Niezachowanie bezp. odl. między pojazdami","Dochodzenie","Trzeźwy",NA,NA
97841119,"2","1","Kierujący","1964-09-12","Mężczyzna","Posiada","31",NA,NA,"Trzeźwy",NA,NA
97841127,"1","1","Kierujący","1938-06-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97841127,"2","1","Kierujący","1975-01-01","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97841994,"1","1","Kierujący","1976-06-03","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Pouczenie","Trzeźwy",NA,NA
97841994,"2","1","Kierujący","1986-12-03","Mężczyzna","Posiada","3",NA,NA,"Trzeźwy",NA,NA
97842448,"1","1","Kierujący","1957-05-16","Mężczyzna","Posiada","39",NA,NA,"Trzeźwy",NA,NA
97842448,"2","1","Kierujący","1961-09-01","Mężczyzna","Posiada","35","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97843239,"1","1","Kierujący","1963-11-18","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa pieszemu","Wniosek o ukaranie","Trzeźwy",NA,NA
97843328,"1","1","Kierujący","1951-06-23","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: zmienianie pasa ruchu","Mandat karny","Trzeźwy",NA,NA
97843328,"2","1","Kierujący","1971-11-12","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy",NA,NA
97843675,"1","1","Kierujący","1996-12-31","Mężczyzna","Nie posiada",NA,NA,"Wniosek o ukaranie","Trzeźwy",NA,NA
97843675,"2","1","Kierujący","1991-03-12","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97843675,"3","1","Kierujący","1964-04-03","Kobieta","Posiada","1",NA,NA,"Trzeźwy",NA,NA
97844192,"1","1","Kierujący","1958-05-30","Mężczyzna","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97844192,"2","1","Kierujący","1996-02-21","Kobieta","Posiada","1",NA,NA,"Trzeźwy",NA,NA
97844615,"1","1","Kierujący","1976-11-02","Kobieta","Posiada","19","Nieprzestrzeganie innych sygnałów","Dochodzenie","Trzeźwy",NA,NA
97844615,"2","1","Kierujący","1984-04-01","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97844951,"1","1","Kierujący","1991-12-12","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Mandat karny","Trzeźwy",NA,NA
97844951,"2","1","Kierujący","1982-12-07","Mężczyzna","Posiada","5",NA,NA,"Trzeźwy",NA,NA
97844967,"1","1","Kierujący","2005-10-08","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy",NA,NA
97844967,"2","1","Kierujący","1990-10-14","Mężczyzna","Posiada","4","Niedostosowanie prędkości do warunków ruchu",NA,"Trzeźwy",NA,NA
97845245,"1","1","Kierujący","2009-04-25","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA
97845245,"2","1","Kierujący","1945-01-07","Kobieta","Posiada","22",NA,NA,"Trzeźwy",NA,NA
97847414,"1","1","Kierujący","1998-10-06","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97847414,"2","1","Kierujący","1998-10-06","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
97848055,"1","1","Kierujący","1981-05-03","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97848055,"2","1","Kierujący","1968-03-17","Mężczyzna","Posiada","27",NA,NA,"Trzeźwy",NA,NA
97848649,"1","1","Kierujący","1954-03-01","Mężczyzna","Posiada","37","Nieprzestrzeganie innych sygnałów","Mandat karny","Trzeźwy",NA,NA
97848649,"2","1","Kierujący","1980-03-21","Kobieta","Posiada","9",NA,NA,"Trzeźwy",NA,NA
97849157,"1","1","Kierujący","1999-04-16","Kobieta","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Wniosek o ukaranie","Trzeźwy",NA,NA
97849157,"2","1","Kierujący","1946-01-15","Mężczyzna","Posiada","15",NA,NA,"Trzeźwy",NA,NA
97849643,"1","1","Kierujący","1950-03-18","Mężczyzna","Posiada","34","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97849643,"2","1","Kierujący","1983-05-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97849667,"1","1","Kierujący","1959-03-01","Kobieta","Posiada","18","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA
97849667,"2","1","Kierujący","1959-12-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97850193,"1","1","Kierujący","2001-07-05","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA,NA
97850950,"1","1","Kierujący","1989-04-11","Kobieta","Posiada","5","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA
97850950,"2","1","Kierujący","2000-06-01","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97852235,"1","1","Kierujący","1976-02-23","Mężczyzna","Posiada","19","Nieprawidłowe: skręcanie","Mandat karny","Trzeźwy",NA,NA
97852235,"2","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97852330,"1","1","Kierujący","1946-09-30","Mężczyzna","Posiada","41","Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy","Ranny lekko",NA
97852330,"2","1","Kierujący","1971-11-18","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy",NA,NA
97852379,"1","1","Kierujący","1959-03-26","Mężczyzna","Posiada","28","Nieprawidłowe: przejeżdżanie przejścia dla rowerów","Wniosek o ukaranie","Trzeźwy",NA,NA
97852379,"2","1","Kierujący","1981-01-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97853030,"1","1","Kierujący","1994-09-15","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie",NA,"Trzeźwy",NA,NA
97853030,"2","1","Kierujący","1965-04-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA
97853220,"1","1","Kierujący","1981-06-13","Mężczyzna","Posiada","12","Nieudzielenie pierwszeństwa pieszemu","Dochodzenie","Trzeźwy","Ranny lekko",NA
97853681,"1","1","Kierujący","2001-09-05","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: przejeżdżanie przejścia dla pieszych","Inny organ","Trzeźwy",NA,NA
97853681,"2","1","Kierujący","1950-05-05","Mężczyzna","Posiada","43",NA,NA,"Trzeźwy",NA,NA
97853962,"1","1","Kierujący","1979-12-21","Mężczyzna","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA
97853962,"2","1","Kierujący","1941-03-17","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA
97853975,"1","1","Kierujący","1973-04-15","Kobieta","Posiada","23","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA
97853975,"2","1","Kierujący","1976-01-31","Kobieta","Posiada","16",NA,NA,"Trzeźwy",NA,NA
97853984,"1","1","Kierujący","1986-07-28","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Alkoholu",NA,NA
97853984,"2","1","Kierujący","1964-09-23","Mężczyzna","Posiada",NA,NA,NA,"Trzeźwy",NA,NA
